continent,country,geo,date,trade_war,us_china_trade_war,china_trade_war,US_trade_war,Meng_Wanzhou,huawei_ban,huawei,meng_wanzhou_huawei,huawei_google_ban,huawei_android_ban,Hong_Kong_protests
Africa,Egypt,EG,2018/8/12,0,0,36,0,0,0,92,NA,0,NA,0
Africa,Egypt,EG,2018/8/19,41,0,0,0,0,0,85,NA,0,NA,0
Africa,Egypt,EG,2018/8/26,0,89,0,0,0,0,85,NA,0,NA,0
Africa,Egypt,EG,2018/9/2,37,0,0,0,0,0,91,NA,0,NA,0
Africa,Egypt,EG,2018/9/9,0,0,0,0,0,0,84,NA,0,NA,0
Africa,Egypt,EG,2018/9/16,38,0,0,47,0,0,71,NA,0,NA,0
Africa,Egypt,EG,2018/9/23,39,95,35,0,0,0,75,NA,0,NA,0
Africa,Egypt,EG,2018/9/30,78,0,69,0,0,0,69,NA,0,NA,0
Africa,Egypt,EG,2018/10/7,39,96,36,0,0,0,78,NA,0,NA,0
Africa,Egypt,EG,2018/10/14,41,0,0,0,0,0,96,NA,0,NA,0
Africa,Egypt,EG,2018/10/21,0,0,35,48,0,0,94,NA,0,NA,0
Africa,Egypt,EG,2018/10/28,39,96,36,0,0,0,82,NA,0,NA,0
Africa,Egypt,EG,2018/11/4,0,0,36,0,0,0,69,NA,0,NA,0
Africa,Egypt,EG,2018/11/11,42,0,0,0,0,0,73,NA,0,NA,0
Africa,Egypt,EG,2018/11/18,40,0,0,0,0,0,89,NA,0,NA,0
Africa,Egypt,EG,2018/11/25,53,98,36,49,0,0,74,NA,0,NA,0
Africa,Egypt,EG,2018/12/2,0,98,73,100,0,0,74,NA,0,NA,0
Africa,Egypt,EG,2018/12/9,38,0,0,48,100,0,77,NA,0,NA,0
Africa,Egypt,EG,2018/12/16,37,90,34,46,0,0,74,NA,0,NA,0
Africa,Egypt,EG,2018/12/23,0,0,0,0,0,0,75,NA,0,NA,0
Africa,Egypt,EG,2018/12/30,40,96,36,49,0,0,74,NA,0,NA,0
Africa,Egypt,EG,2019/1/6,0,91,34,46,0,0,72,NA,0,NA,0
Africa,Egypt,EG,2019/1/13,55,0,33,0,0,0,69,NA,0,NA,0
Africa,Egypt,EG,2019/1/20,36,90,0,91,0,0,75,NA,0,NA,0
Africa,Egypt,EG,2019/1/27,36,0,0,0,0,0,84,NA,0,NA,0
Africa,Egypt,EG,2019/2/3,0,0,0,0,0,0,74,NA,0,NA,0
Africa,Egypt,EG,2019/2/10,0,87,32,44,47,0,74,NA,0,NA,0
Africa,Egypt,EG,2019/2/17,36,0,0,0,0,0,73,NA,0,NA,0
Africa,Egypt,EG,2019/2/24,0,87,33,45,48,0,72,NA,0,NA,0
Africa,Egypt,EG,2019/3/3,94,91,68,46,0,0,69,NA,0,NA,0
Africa,Egypt,EG,2019/3/10,0,0,0,0,0,0,65,NA,0,NA,0
Africa,Egypt,EG,2019/3/17,37,89,33,46,0,0,77,NA,0,NA,0
Africa,Egypt,EG,2019/3/24,0,0,0,0,0,0,90,NA,0,NA,0
Africa,Egypt,EG,2019/3/31,0,0,0,0,0,0,81,NA,0,NA,0
Africa,Egypt,EG,2019/4/7,0,91,34,47,0,0,83,NA,0,NA,0
Africa,Egypt,EG,2019/4/14,0,0,0,0,0,0,70,NA,0,NA,0
Africa,Egypt,EG,2019/4/21,0,0,0,0,0,0,77,NA,0,NA,0
Africa,Egypt,EG,2019/4/28,0,0,0,0,0,0,62,NA,0,NA,0
Africa,Egypt,EG,2019/5/5,0,100,0,50,0,0,59,NA,0,NA,0
Africa,Egypt,EG,2019/5/12,39,96,35,49,0,0,72,NA,0,NA,0
Africa,Egypt,EG,2019/5/19,36,0,0,0,0,83,89,NA,100,NA,0
Africa,Egypt,EG,2019/5/26,87,84,63,86,0,48,54,NA,0,NA,0
Africa,Egypt,EG,2019/6/2,34,84,0,0,0,0,48,NA,0,NA,0
Africa,Egypt,EG,2019/6/9,100,80,30,41,0,46,55,NA,0,NA,0
Africa,Egypt,EG,2019/6/16,33,0,0,41,0,0,58,NA,0,NA,0
Africa,Egypt,EG,2019/6/23,33,0,0,40,0,68,46,NA,0,NA,0
Africa,Egypt,EG,2019/6/30,0,0,0,42,0,0,62,NA,0,NA,0
Africa,Egypt,EG,2019/7/7,34,82,0,0,0,0,56,NA,0,NA,0
Africa,Egypt,EG,2019/7/14,0,0,0,83,0,0,60,NA,0,NA,0
Africa,Egypt,EG,2019/7/21,35,85,0,43,0,48,60,NA,0,NA,64
Africa,Egypt,EG,2019/7/28,54,0,0,44,0,97,56,NA,0,NA,0
Africa,Egypt,EG,2019/8/4,56,91,0,46,0,50,59,NA,0,NA,0
Africa,Egypt,EG,2019/8/11,35,0,0,44,0,49,54,NA,0,NA,67
Africa,Egypt,EG,2019/8/18,35,0,0,0,0,48,64,NA,0,NA,33
Africa,Egypt,EG,2019/8/25,48,88,33,45,0,0,65,NA,0,NA,100
Africa,Egypt,EG,2019/9/1,53,0,0,0,0,0,60,NA,0,NA,0
Africa,Egypt,EG,2019/9/8,34,84,0,43,0,0,52,NA,0,NA,32
Africa,Egypt,EG,2019/9/15,36,0,0,0,0,0,51,NA,0,NA,51
Africa,Egypt,EG,2019/9/22,36,89,100,46,0,0,54,NA,0,NA,0
Africa,Egypt,EG,2019/9/29,61,0,33,45,0,0,52,NA,0,NA,67
Africa,Egypt,EG,2019/10/6,54,0,32,88,0,100,56,NA,0,NA,0
Africa,Egypt,EG,2019/10/13,36,0,0,0,0,100,57,NA,0,NA,0
Africa,Egypt,EG,2019/10/20,34,0,0,0,0,0,51,NA,0,NA,32
Africa,Egypt,EG,2019/10/27,54,0,0,0,0,0,57,NA,0,NA,0
Europe,Spain,ES,2018/3/4,36,0,0,0,0,35,27,0,0,0,0
Europe,Spain,ES,2018/3/11,54,0,32,0,0,0,28,0,0,0,0
Europe,Spain,ES,2018/3/18,56,0,0,70,0,0,29,0,0,0,0
Europe,Spain,ES,2018/3/25,31,0,35,0,0,0,38,0,0,0,0
Europe,Spain,ES,2018/4/1,57,34,53,36,0,36,40,0,0,0,0
Europe,Spain,ES,2018/4/8,42,48,51,34,0,34,35,0,0,0,0
Europe,Spain,ES,2018/4/15,19,0,0,35,0,0,33,0,0,0,0
Europe,Spain,ES,2018/4/22,46,32,62,0,0,0,30,0,0,0,0
Europe,Spain,ES,2018/4/29,0,0,0,0,0,0,31,0,0,0,0
Europe,Spain,ES,2018/5/6,24,0,0,0,0,0,30,0,0,0,0
Europe,Spain,ES,2018/5/13,19,0,0,0,0,0,31,0,0,0,0
Europe,Spain,ES,2018/5/20,31,49,31,53,0,35,29,0,0,0,0
Europe,Spain,ES,2018/5/27,36,32,31,35,0,0,29,0,0,0,0
Europe,Spain,ES,2018/6/3,30,0,0,0,0,0,30,0,0,0,0
Europe,Spain,ES,2018/6/10,18,0,0,0,0,0,30,0,0,0,0
Europe,Spain,ES,2018/6/17,57,34,65,0,0,0,28,0,0,0,0
Europe,Spain,ES,2018/6/24,64,0,33,0,0,0,30,0,0,0,0
Europe,Spain,ES,2018/7/1,29,34,66,36,0,0,38,0,0,0,0
Europe,Spain,ES,2018/7/8,25,0,0,0,0,0,38,0,0,0,0
Europe,Spain,ES,2018/7/15,58,35,33,37,0,0,38,0,0,0,0
Europe,Spain,ES,2018/7/22,49,0,33,0,0,0,38,0,0,0,0
Europe,Spain,ES,2018/7/29,20,0,33,0,0,0,38,0,0,0,0
Europe,Spain,ES,2018/8/5,20,0,33,0,0,37,39,0,0,0,0
Europe,Spain,ES,2018/8/12,30,36,35,39,0,0,38,0,0,0,0
Europe,Spain,ES,2018/8/19,30,36,34,0,0,38,39,0,0,0,0
Europe,Spain,ES,2018/8/26,19,0,0,0,0,0,38,0,0,0,0
Europe,Spain,ES,2018/9/2,18,33,31,0,0,0,34,0,0,0,0
Europe,Spain,ES,2018/9/9,37,0,31,34,0,35,33,0,0,0,0
Europe,Spain,ES,2018/9/16,37,33,77,0,0,53,36,0,0,0,0
Europe,Spain,ES,2018/9/23,36,32,46,0,0,0,35,0,0,0,0
Europe,Spain,ES,2018/9/30,31,32,46,34,0,35,33,0,0,0,0
Europe,Spain,ES,2018/10/7,28,0,32,0,0,36,32,0,0,0,0
Europe,Spain,ES,2018/10/14,24,0,45,67,0,0,37,0,0,0,0
Europe,Spain,ES,2018/10/21,30,32,31,34,0,0,35,0,0,0,0
Europe,Spain,ES,2018/10/28,47,45,63,72,0,36,37,0,0,0,0
Europe,Spain,ES,2018/11/4,41,31,29,33,0,33,35,0,0,0,0
Europe,Spain,ES,2018/11/11,30,48,30,34,0,0,37,0,0,0,0
Europe,Spain,ES,2018/11/18,23,0,29,32,0,33,54,0,0,0,0
Europe,Spain,ES,2018/11/25,18,32,31,35,0,0,39,0,0,88,0
Europe,Spain,ES,2018/12/2,28,100,32,72,100,36,38,86,0,0,0
Europe,Spain,ES,2018/12/9,75,34,53,35,63,35,40,68,0,0,0
Europe,Spain,ES,2018/12/16,31,0,32,70,13,48,42,0,0,0,0
Europe,Spain,ES,2018/12/23,0,0,0,0,0,61,53,0,0,0,0
Europe,Spain,ES,2018/12/30,21,0,0,0,0,39,47,0,0,100,0
Europe,Spain,ES,2019/1/6,37,33,32,35,13,53,49,50,0,0,0
Europe,Spain,ES,2019/1/13,26,32,30,34,0,0,36,0,0,0,0
Europe,Spain,ES,2019/1/20,34,0,29,32,24,32,31,0,0,0,0
Europe,Spain,ES,2019/1/27,17,30,44,0,16,0,30,46,0,0,0
Europe,Spain,ES,2019/2/3,18,0,0,0,13,35,30,0,0,0,0
Europe,Spain,ES,2019/2/10,36,0,30,0,13,34,29,0,0,0,0
Europe,Spain,ES,2019/2/17,27,0,30,0,0,34,30,0,0,0,0
Europe,Spain,ES,2019/2/24,36,32,45,34,13,34,38,0,0,0,0
Europe,Spain,ES,2019/3/3,27,65,46,34,13,69,33,0,0,0,0
Europe,Spain,ES,2019/3/10,18,32,31,35,20,0,32,100,0,0,0
Europe,Spain,ES,2019/3/17,18,33,31,0,0,35,33,0,0,0,0
Europe,Spain,ES,2019/3/24,55,0,32,0,13,53,41,0,0,0,0
Europe,Spain,ES,2019/3/31,35,31,30,0,0,0,36,0,0,0,0
Europe,Spain,ES,2019/4/7,18,62,30,0,0,51,34,0,0,0,0
Europe,Spain,ES,2019/4/14,0,0,0,0,0,36,35,0,0,0,0
Europe,Spain,ES,2019/4/21,18,0,0,0,13,34,39,0,0,0,0
Europe,Spain,ES,2019/4/28,36,0,50,34,0,34,35,0,0,0,0
Europe,Spain,ES,2019/5/5,53,31,30,33,19,34,37,47,0,0,0
Europe,Spain,ES,2019/5/12,71,31,40,66,0,34,34,0,0,0,0
Europe,Spain,ES,2019/5/19,100,47,60,34,25,100,100,71,90,0,13
Europe,Spain,ES,2019/5/26,52,31,73,100,12,49,34,46,89,0,0
Europe,Spain,ES,2019/6/2,74,30,48,64,0,43,25,0,88,0,0
Europe,Spain,ES,2019/6/9,52,41,59,33,12,0,25,47,0,0,26
Europe,Spain,ES,2019/6/16,54,97,41,52,13,35,25,0,0,0,13
Europe,Spain,ES,2019/6/23,56,0,32,0,0,35,29,0,95,89,13
Europe,Spain,ES,2019/6/30,27,32,0,35,0,35,32,0,95,0,27
Europe,Spain,ES,2019/7/7,18,0,0,0,13,34,30,0,0,0,13
Europe,Spain,ES,2019/7/14,19,0,0,0,0,53,33,0,0,0,27
Europe,Spain,ES,2019/7/21,37,33,31,35,0,0,30,0,0,0,14
Europe,Spain,ES,2019/7/28,29,0,0,0,0,0,31,0,0,0,23
Europe,Spain,ES,2019/8/4,68,52,77,37,14,37,32,52,100,0,28
Europe,Spain,ES,2019/8/11,78,0,100,0,14,37,31,0,0,0,100
Europe,Spain,ES,2019/8/18,37,34,32,0,14,36,32,51,97,0,28
Europe,Spain,ES,2019/8/25,48,32,30,34,0,0,31,0,0,0,48
Europe,Spain,ES,2019/9/1,51,61,58,32,12,33,29,0,0,0,33
Europe,Spain,ES,2019/9/8,34,30,43,32,0,0,28,0,0,0,25
Europe,Spain,ES,2019/9/15,44,60,47,63,0,32,31,0,87,0,12
Europe,Spain,ES,2019/9/22,33,0,28,0,20,32,29,0,0,0,33
Europe,Spain,ES,2019/9/29,34,30,58,0,12,32,28,0,87,0,43
Europe,Spain,ES,2019/10/6,61,30,0,32,0,31,28,0,0,80,48
Europe,Spain,ES,2019/10/13,54,29,82,31,0,31,27,0,0,0,36
Europe,Spain,ES,2019/10/20,24,0,0,31,0,46,26,0,0,0,36
Europe,Spain,ES,2019/10/27,49,29,55,31,0,31,28,0,0,0,18
Europe,Finland,FI,2018/3/4,27,0,0,0,0,0,44,0,0,0,0
Europe,Finland,FI,2018/3/11,27,0,0,0,0,0,39,0,0,0,0
Europe,Finland,FI,2018/3/18,0,0,0,0,0,0,39,0,0,0,0
Europe,Finland,FI,2018/3/25,38,58,51,0,0,0,57,0,0,0,0
Europe,Finland,FI,2018/4/1,55,56,65,100,0,0,49,0,0,0,0
Europe,Finland,FI,2018/4/8,27,0,50,0,0,0,51,0,0,0,0
Europe,Finland,FI,2018/4/15,27,0,0,0,0,0,46,0,0,0,0
Europe,Finland,FI,2018/4/22,26,0,47,0,0,0,47,0,0,0,0
Europe,Finland,FI,2018/4/29,27,0,0,0,0,0,40,0,0,0,0
Europe,Finland,FI,2018/5/6,29,0,0,0,0,10,41,0,0,0,0
Europe,Finland,FI,2018/5/13,0,57,0,33,0,0,48,0,0,0,0
Europe,Finland,FI,2018/5/20,28,58,0,0,0,0,48,0,0,0,0
Europe,Finland,FI,2018/5/27,29,0,0,35,0,10,48,0,0,38,0
Europe,Finland,FI,2018/6/3,0,0,0,0,0,0,51,0,0,0,0
Europe,Finland,FI,2018/6/10,82,0,49,0,0,0,49,0,0,0,0
Europe,Finland,FI,2018/6/17,100,58,51,34,0,0,49,0,0,0,0
Europe,Finland,FI,2018/6/24,55,0,49,66,0,0,56,0,0,0,0
Europe,Finland,FI,2018/7/1,55,0,50,0,0,0,59,0,0,0,0
Europe,Finland,FI,2018/7/8,57,0,51,0,0,0,56,0,0,0,0
Europe,Finland,FI,2018/7/15,44,0,0,0,0,10,52,0,0,0,0
Europe,Finland,FI,2018/7/22,57,0,51,34,0,0,54,0,0,0,0
Europe,Finland,FI,2018/7/29,0,0,0,0,0,0,60,0,0,0,0
Europe,Finland,FI,2018/8/5,27,54,48,32,0,0,56,0,0,0,0
Europe,Finland,FI,2018/8/12,66,54,46,0,0,0,56,0,0,0,0
Europe,Finland,FI,2018/8/19,52,0,0,0,0,0,60,0,0,0,0
Europe,Finland,FI,2018/8/26,44,0,47,0,0,9,54,0,0,0,0
Europe,Finland,FI,2018/9/2,40,0,47,0,0,0,62,0,0,0,0
Europe,Finland,FI,2018/9/9,44,53,46,0,0,0,58,0,0,0,0
Europe,Finland,FI,2018/9/16,40,54,48,32,0,0,55,0,0,0,0
Europe,Finland,FI,2018/9/23,54,55,48,0,0,0,55,0,0,0,0
Europe,Finland,FI,2018/9/30,0,55,48,0,0,0,54,0,0,0,0
Europe,Finland,FI,2018/10/7,36,0,0,0,0,0,60,0,0,0,0
Europe,Finland,FI,2018/10/14,57,0,0,0,0,0,63,0,0,0,0
Europe,Finland,FI,2018/10/21,28,0,100,33,0,0,55,0,0,0,0
Europe,Finland,FI,2018/10/28,27,0,47,0,0,0,59,0,0,0,0
Europe,Finland,FI,2018/11/4,53,54,48,0,0,0,60,0,0,0,0
Europe,Finland,FI,2018/11/11,51,0,0,0,0,0,65,0,0,0,0
Europe,Finland,FI,2018/11/18,26,0,0,0,0,0,100,0,0,0,0
Europe,Finland,FI,2018/11/25,0,0,0,0,0,0,69,0,0,0,0
Europe,Finland,FI,2018/12/2,26,0,0,0,77,0,65,97,0,0,0
Europe,Finland,FI,2018/12/9,53,0,48,0,100,0,72,100,0,0,0
Europe,Finland,FI,2018/12/16,42,0,0,0,23,10,76,0,0,0,0
Europe,Finland,FI,2018/12/23,0,0,0,0,0,0,93,0,0,0,0
Europe,Finland,FI,2018/12/30,27,0,0,0,0,0,64,0,0,0,0
Europe,Finland,FI,2019/1/6,26,0,92,31,0,0,59,0,0,0,0
Europe,Finland,FI,2019/1/13,53,54,47,47,21,9,53,0,0,0,0
Europe,Finland,FI,2019/1/20,0,0,0,0,20,0,57,0,0,0,0
Europe,Finland,FI,2019/1/27,25,53,46,0,20,0,55,0,0,0,0
Europe,Finland,FI,2019/2/3,39,0,0,32,0,9,53,0,0,0,0
Europe,Finland,FI,2019/2/10,26,53,46,0,0,9,50,0,0,0,0
Europe,Finland,FI,2019/2/17,26,54,0,0,0,0,50,0,0,0,0
Europe,Finland,FI,2019/2/24,25,0,0,0,0,9,59,0,0,0,0
Europe,Finland,FI,2019/3/3,27,0,0,0,0,0,52,0,0,0,0
Europe,Finland,FI,2019/3/10,26,0,48,0,0,9,61,0,0,0,0
Europe,Finland,FI,2019/3/17,26,0,0,0,0,0,58,0,0,0,0
Europe,Finland,FI,2019/3/24,26,0,0,0,0,0,71,0,0,0,0
Europe,Finland,FI,2019/3/31,0,0,0,0,0,9,70,0,0,0,0
Europe,Finland,FI,2019/4/7,24,0,0,29,20,8,63,0,0,0,0
Europe,Finland,FI,2019/4/14,41,0,49,0,0,0,52,0,0,0,0
Europe,Finland,FI,2019/4/21,28,0,0,0,0,0,57,0,0,0,0
Europe,Finland,FI,2019/4/28,0,0,0,0,0,0,51,0,0,0,0
Europe,Finland,FI,2019/5/5,38,52,90,0,20,0,59,0,0,0,0
Europe,Finland,FI,2019/5/12,43,0,70,32,0,0,65,0,0,0,0
Europe,Finland,FI,2019/5/19,26,0,45,0,0,100,96,0,94,100,0
Europe,Finland,FI,2019/5/26,70,80,62,0,21,24,48,0,0,0,0
Europe,Finland,FI,2019/6/2,27,81,71,32,0,14,47,0,0,0,0
Europe,Finland,FI,2019/6/9,39,0,69,0,0,18,48,0,48,0,49
Europe,Finland,FI,2019/6/16,42,0,0,0,23,10,53,0,0,0,0
Europe,Finland,FI,2019/6/23,0,53,47,0,0,13,58,0,0,0,0
Europe,Finland,FI,2019/6/30,26,0,47,0,0,13,58,0,95,0,50
Europe,Finland,FI,2019/7/7,26,0,0,0,0,24,54,0,48,34,0
Europe,Finland,FI,2019/7/14,27,55,48,32,0,12,51,0,100,0,0
Europe,Finland,FI,2019/7/21,28,58,0,34,22,10,50,0,0,36,53
Europe,Finland,FI,2019/7/28,26,0,0,0,0,9,52,0,49,34,100
Europe,Finland,FI,2019/8/4,69,0,61,0,0,9,53,0,0,0,49
Europe,Finland,FI,2019/8/11,24,0,0,0,0,25,49,0,0,0,68
Europe,Finland,FI,2019/8/18,25,0,0,0,0,8,45,0,46,31,47
Europe,Finland,FI,2019/8/25,33,0,0,30,0,9,43,0,0,0,93
Europe,Finland,FI,2019/9/1,55,97,42,28,0,8,47,0,0,0,45
Europe,Finland,FI,2019/9/8,36,0,43,29,0,17,53,0,0,0,0
Europe,Finland,FI,2019/9/15,37,0,89,30,0,17,45,0,0,0,0
Europe,Finland,FI,2019/9/22,49,0,44,30,20,0,45,92,0,0,47
Europe,Finland,FI,2019/9/29,24,0,0,0,0,8,42,0,0,0,67
Europe,Finland,FI,2019/10/6,49,100,44,59,0,0,43,0,0,0,70
Europe,Finland,FI,2019/10/13,25,0,44,0,0,9,44,0,0,0,71
Europe,Finland,FI,2019/10/20,25,51,0,0,0,9,42,0,0,0,70
Europe,Finland,FI,2019/10/27,24,50,44,0,0,0,41,0,0,0,46
Europe,France,FR,2018/3/4,30,0,25,0,0,0,33,0,0,0,0
Europe,France,FR,2018/3/11,11,0,25,0,0,0,32,0,0,0,0
Europe,France,FR,2018/3/18,30,42,25,33,0,13,36,0,0,0,0
Europe,France,FR,2018/3/25,15,43,51,0,0,0,51,0,0,0,0
Europe,France,FR,2018/4/1,39,43,78,34,0,13,44,0,0,0,0
Europe,France,FR,2018/4/8,30,0,51,100,0,0,46,0,0,0,0
Europe,France,FR,2018/4/15,12,0,0,0,0,14,43,0,0,0,0
Europe,France,FR,2018/4/22,35,44,35,69,0,0,44,0,0,0,0
Europe,France,FR,2018/4/29,29,43,26,0,0,13,42,0,0,0,0
Europe,France,FR,2018/5/6,12,0,0,0,0,27,40,0,0,0,0
Europe,France,FR,2018/5/13,11,42,0,0,0,0,39,0,0,0,0
Europe,France,FR,2018/5/20,35,43,26,34,0,0,40,0,0,0,0
Europe,France,FR,2018/5/27,26,41,25,65,0,0,41,0,0,0,0
Europe,France,FR,2018/6/3,45,42,25,33,0,13,46,0,0,0,0
Europe,France,FR,2018/6/10,22,40,24,0,0,0,45,0,0,0,0
Europe,France,FR,2018/6/17,65,85,64,50,0,0,46,0,0,0,0
Europe,France,FR,2018/6/24,42,0,0,67,0,0,48,0,0,0,0
Europe,France,FR,2018/7/1,64,42,42,32,0,25,47,0,0,0,0
Europe,France,FR,2018/7/8,66,87,52,51,0,13,51,0,0,0,0
Europe,France,FR,2018/7/15,49,46,55,0,0,0,52,0,0,0,0
Europe,France,FR,2018/7/22,40,45,54,35,0,0,50,0,0,0,0
Europe,France,FR,2018/7/29,25,46,28,36,0,14,55,0,0,0,0
Europe,France,FR,2018/8/5,29,69,46,0,0,0,58,0,0,0,0
Europe,France,FR,2018/8/12,25,47,29,37,0,0,59,0,0,0,0
Europe,France,FR,2018/8/19,41,46,69,36,0,14,59,0,0,0,0
Europe,France,FR,2018/8/26,24,66,26,34,0,0,60,0,0,0,0
Europe,France,FR,2018/9/2,23,43,52,0,0,0,60,0,0,0,0
Europe,France,FR,2018/9/9,31,0,39,34,0,13,60,0,0,0,0
Europe,France,FR,2018/9/16,42,100,52,67,0,0,59,0,0,0,0
Europe,France,FR,2018/9/23,39,44,26,34,0,0,58,0,0,0,0
Europe,France,FR,2018/9/30,31,43,35,34,0,13,53,0,0,0,0
Europe,France,FR,2018/10/7,35,43,35,34,0,0,54,0,0,0,0
Europe,France,FR,2018/10/14,19,86,39,85,0,0,62,0,0,0,0
Europe,France,FR,2018/10/21,35,44,52,34,0,13,59,0,0,0,0
Europe,France,FR,2018/10/28,19,43,0,68,0,0,73,0,0,0,0
Europe,France,FR,2018/11/4,44,41,50,0,0,13,66,0,0,0,0
Europe,France,FR,2018/11/11,19,41,25,82,0,13,65,0,0,0,0
Europe,France,FR,2018/11/18,17,41,25,0,0,0,91,0,23,0,0
Europe,France,FR,2018/11/25,38,0,59,49,0,13,75,0,0,0,0
Europe,France,FR,2018/12/2,41,84,59,49,100,0,75,100,0,0,0
Europe,France,FR,2018/12/9,69,42,26,33,63,0,77,61,0,0,0
Europe,France,FR,2018/12/16,12,43,53,0,20,13,77,21,0,0,0
Europe,France,FR,2018/12/23,13,48,29,38,17,30,100,0,0,0,0
Europe,France,FR,2018/12/30,16,0,28,0,8,0,77,0,0,0,0
Europe,France,FR,2019/1/6,26,42,67,66,28,13,71,20,0,0,0
Europe,France,FR,2019/1/13,19,42,25,0,11,0,64,0,0,0,0
Europe,France,FR,2019/1/20,16,40,49,32,21,0,56,19,0,0,23
Europe,France,FR,2019/1/27,22,40,48,0,23,0,54,0,0,0,0
Europe,France,FR,2019/2/3,18,41,61,32,16,12,56,26,0,0,0
Europe,France,FR,2019/2/10,15,42,34,33,7,13,52,0,0,0,0
Europe,France,FR,2019/2/17,35,65,0,51,7,0,55,0,0,0,0
Europe,France,FR,2019/2/24,29,42,26,67,11,13,64,20,0,52,0
Europe,France,FR,2019/3/3,30,41,25,32,16,25,56,20,0,0,0
Europe,France,FR,2019/3/10,15,0,0,0,7,13,57,0,0,0,0
Europe,France,FR,2019/3/17,31,43,43,0,7,13,53,0,0,0,0
Europe,France,FR,2019/3/24,15,86,52,0,7,13,82,0,0,0,0
Europe,France,FR,2019/3/31,51,42,50,0,7,13,71,20,0,0,0
Europe,France,FR,2019/4/7,19,43,26,0,7,13,69,0,0,0,0
Europe,France,FR,2019/4/14,16,43,53,35,0,13,63,0,0,0,0
Europe,France,FR,2019/4/21,19,86,52,34,0,13,65,0,0,0,0
Europe,France,FR,2019/4/28,17,0,0,0,0,25,61,0,0,0,0
Europe,France,FR,2019/5/5,48,69,75,48,14,12,57,0,0,0,23
Europe,France,FR,2019/5/12,100,69,58,65,7,13,55,0,0,0,0
Europe,France,FR,2019/5/19,85,55,58,96,10,100,89,29,100,100,0
Europe,France,FR,2019/5/26,34,42,25,33,14,26,55,0,0,0,23
Europe,France,FR,2019/6/2,35,77,62,61,13,12,50,0,21,0,0
Europe,France,FR,2019/6/9,25,60,49,32,7,25,52,19,22,0,52
Europe,France,FR,2019/6/16,49,70,42,66,7,0,48,0,0,0,46
Europe,France,FR,2019/6/23,22,62,50,32,11,25,49,0,0,50,23
Europe,France,FR,2019/6/30,11,41,100,0,0,25,55,0,0,0,45
Europe,France,FR,2019/7/7,37,0,37,0,0,13,54,0,0,0,23
Europe,France,FR,2019/7/14,23,0,25,0,7,13,57,0,0,0,24
Europe,France,FR,2019/7/21,12,44,53,69,7,27,55,0,24,0,60
Europe,France,FR,2019/7/28,18,67,27,0,0,14,59,0,0,0,0
Europe,France,FR,2019/8/4,52,89,40,35,7,14,61,0,0,0,33
Europe,France,FR,2019/8/11,24,0,0,0,8,0,60,21,0,0,65
Europe,France,FR,2019/8/18,43,73,44,34,0,27,62,0,0,0,49
Europe,France,FR,2019/8/25,56,83,58,33,7,13,58,0,0,0,31
Europe,France,FR,2019/9/1,25,40,65,47,7,0,56,0,0,0,100
Europe,France,FR,2019/9/8,29,40,0,31,0,12,59,0,0,0,44
Europe,France,FR,2019/9/15,32,40,48,47,7,12,56,0,0,0,44
Europe,France,FR,2019/9/22,47,58,23,30,7,12,54,18,0,0,43
Europe,France,FR,2019/9/29,38,96,39,45,0,12,53,0,21,46,42
Europe,France,FR,2019/10/6,31,65,94,30,7,18,54,19,0,0,43
Europe,France,FR,2019/10/13,42,52,59,46,0,24,51,0,0,0,22
Europe,France,FR,2019/10/20,17,52,35,31,0,12,54,0,0,0,0
Europe,France,FR,2019/10/27,45,58,31,60,0,0,56,0,0,0,32
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/3/4,63,7,12,36,0,0,24,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/3/11,25,11,4,7,0,0,23,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/3/18,50,16,32,20,0,2,26,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/3/25,37,13,24,24,0,0,42,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/4/1,84,47,81,49,3,0,39,0,0,9,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/4/8,37,23,36,35,0,1,33,0,0,9,1
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/4/15,39,20,24,28,0,1,33,0,0,10,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/4/22,27,10,15,11,0,1,36,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/4/29,32,11,22,13,0,1,34,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/5/6,30,7,18,16,0,1,34,0,0,0,1
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/5/13,18,0,13,5,0,1,35,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/5/20,31,16,20,19,0,1,35,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/5/27,71,7,10,51,0,1,36,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/6/3,58,14,11,38,0,0,36,0,0,0,0
Europe,United Kingdom of Great Britain and Northern Ireland,GB,2018/6/10,59,14,24,20,0,0,39,0,0,0,0
